User_id,employment_type,tier_of_employment,industry,role,work_experience,total_income,gender,married,dependents,home_type,pincode,has_social_profile,is_verified,delinq_2yrs,total_payement,received_principal,interest_received,number_of_loans,emi_1_dpd,emi_2_dpd,emi_3_dpd,emi_4_dpd,emi_5_dpd,emi_6_dpd,max_dpd,yearmo
3180404,Self - Employeed,C,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIXTKhjsY6WP6Rq/ZWu0KN4w=,KHMbckjadbckIFGCASEWdkcndwkcnCCM,5-10,31000.0,Male,No,3,rent,XX945X,No,Source Verified,0,6893.38289465,5500.0,1393.38,0,0,0,0,0,0,0,0,202205
3272338,,,0,KHMbckjadbckIFGNMSEWdkcndwkcnCCM,0,90000.0,Other,Yes,4,mortgage,XX871X,Yes,,0,2942.17,459.84,1021.64,0,90,90,90,90,90,90,90,202203
3271790,,,0,KHMbckjadbckIFGOHSEWdkcndwkcnCCM,0,64000.0,Female,Yes,2,rent,XX432X,No,,0,10690.28,10000.0,690.28,0,30,0,0,0,0,0,30,202201
3252073,Salaried,D,0,KHMbckjadbckIFGPASEWdkcndwkcnCCM,0,25209.0,Other,Yes,4,mortgage,XX191X,,,0,6572.59948712,5000.0,1572.6,0,30,0,0,0,0,0,30,202201
3270419,Self - Employeed,A,0,KHMbckjadbckIFGOHSEWdkcndwkcnCCM,0,65000.0,Female,No,1,mortgage,XX435X,Yes,Verified,0,5506.32,4508.76,997.56,0,90,90,90,90,90,90,90,202202
3270203,Salaried,C,0,KHMbckjadbckIFGTXSEWdkcndwkcnCCM,0,95000.0,Male,No,4,mortgage,XX752X,,Verified,0,30495.9102134,25200.0,5295.91,0,0,0,0,0,0,0,0,202205
3270192,,,0,KHMbckjadbckIFGNYSEWdkcndwkcnCCM,0,30000.0,Other,,0,rent,XX101X,,Source Verified,0,3443.7,2171.1,822.48,0,90,60,30,0,0,0,90,202204
3269421,,,0,KHMbckjadbckIFGCASEWdkcndwkcnCCM,0,48000.0,Female,Yes,1,rent,XX945X,,Source Verified,0,7085.71324342,6000.0,1085.71,0,0,0,0,0,0,0,0,202205
3268515,,,0,KHMbckjadbckIFGKSSEWdkcndwkcnCCM,0,48000.0,Other,Yes,4,rent,XX678X,,,0,19355.75,18000.0,1355.75,0,0,0,30,0,0,0,30,202201
3252038,Self - Employeed,A,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIaim8+K1HuI2dSAEsCldGkM=,KHMbckjadbckIFGMDSEWdkcndwkcnCCM,5-10,37000.0,Male,Yes,3,own,XX212X,,,1,7321.5344814,6500.0,821.53,0,0,0,0,0,0,0,0,202202
3268405,,,0,KHMbckjadbckIFGPASEWdkcndwkcnCCM,0,60000.0,Other,No,1,mortgage,XX12X,Yes,Verified,0,9356.48,8800.0,556.48,0,0,0,0,0,0,0,0,202205
3268405,,,0,KHMbckjadbckIFGMASEWdkcndwkcnCCM,0,66000.0,Other,No,1,mortgage,XX12X,Yes,Verified,0,24529.7,6473.61,10933.42,0,90,90,90,90,90,90,90,202203
3261737,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhXW6y36zkEbw6dgjYhaWzP2f8OKOiQutb3kSctWD34rA=,KHMbckjadbckIFGGASEWdkcndwkcnCCM,3-5,39200.0,Other,Yes,2,mortgage,XX113X,,Source Verified,0,852.75,174.15,378.36,0,90,90,90,90,90,90,90,202201
3261737,Self - Employeed,A,0,KHMbckjadbckIFGNYSEWdkcndwkcnCCM,0,80000.0,Other,Yes,2,mortgage,XX113X,,Source Verified,0,852.75,174.15,378.36,0,90,90,90,90,90,90,90,202201
3261737,Self - Employeed,A,0,KHMbckjadbckIFGNYSEWdkcndwkcnCCM,0,80000.0,Female,No,2,mortgage,XX313X,,,0,852.75,174.15,378.36,0,90,90,90,90,90,90,90,202205
3268287,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIYXs0wSR9F4ZAzWCCDhXE7k=,KHMbckjadbckIFGNYSEWdkcndwkcnCCM,3-5,77000.0,Other,Yes,2,rent,XX104X,,Not Verified,0,23109.0767583,18450.0,4659.08,0,0,0,0,0,0,0,0,202204
3267153,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIadIkZDNCxqxHCXjc3ddUK8=,KHMbckjadbckIFGCASEWdkcndwkcnCCM,3-5,32000.0,Other,,4,rent,XX949X,Yes,Source Verified,0,5303.47502637,4800.0,503.48,0,0,0,0,30,0,0,30,202201
3266719,,,0,KHMbckjadbckIFGFLSEWdkcndwkcnCCM,0,34900.0,Other,Yes,0,own,XX337X,No,Verified,0,17259.4793534,14400.0,2859.48,0,0,0,0,0,0,0,0,202204
3266669,Salaried,A,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIa6KOvl8Xp6F2JH3Vt47kH0=,KHMbckjadbckIFGCASEWdkcndwkcnCCM,5-10,70000.0,Female,No,0,mortgage,XX902X,Yes,Not Verified,0,18185.4894629,16000.0,2185.49,0,0,0,0,0,0,0,0,202201
3266352,Salaried,A,0,KHMbckjadbckIFGCASEWdkcndwkcnCCM,0,70000.0,Female,No,0,mortgage,XX957X,Yes,Source Verified,0,7885.26564399,6900.0,985.27,0,0,30,0,0,0,0,30,202202
3265918,Salaried,B,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQkenvOcgbedcsU8UER5t5Y=,KHMbckjadbckIFGILSEWdkcndwkcnCCM,5-10,65000.0,Female,Yes,4,rent,XX606X,,Source Verified,0,24296.072083,20000.0,4296.07,0,0,0,0,0,0,0,0,202204
3265848,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhOLp/dh8jyHwkT+e6d/gOgq/6qEXSM4Pgpc7kwkiaFGQ=,KHMbckjadbckIFGFLSEWdkcndwkcnCCM,2-3,42000.0,Female,No,2,mortgage,XX339X,,Verified,0,20804.0173443,16800.0,4004.02,0,0,0,0,0,0,0,0,202203
3242855,,,0,KHMbckjadbckIFGWISEWdkcndwkcnCCM,0,52000.0,Other,,4,mortgage,XX531X,,Source Verified,0,7172.46307328,6000.0,1172.46,0,0,0,0,0,0,0,0,202201
3265821,,,0,KHMbckjadbckIFGNYSEWdkcndwkcnCCM,0,70000.0,Female,,2,rent,XX114X,Yes,Source Verified,0,9220.48,5126.2,2243.72,0,90,90,90,90,90,90,90,202205
3263460,,,0,KHMbckjadbckIFGCASEWdkcndwkcnCCM,0,74000.0,Other,,2,rent,XX956X,,Not Verified,0,35110.3208469,29100.0,6010.32,0,0,0,0,0,0,0,0,202202
3264418,Self - Employeed,B,0,KHMbckjadbckIFGGASEWdkcndwkcnCCM,0,40000.0,Male,,2,mortgage,XX300X,No,Verified,0,17965.9494404,15000.0,2965.95,0,0,0,0,0,0,0,0,202202
3253820,Salaried,C,0,KHMbckjadbckIFGALSEWdkcndwkcnCCM,0,15580.0,Other,Yes,0,own,XX354X,Yes,,0,3740.81,2577.3,932.72,0,90,90,90,90,90,90,90,202204
3262618,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhPFIz2NZFsn1w20kxMv+f1TQRa3Vq88BZsQreWVR/GeE=,KHMbckjadbckIFGWASEWdkcndwkcnCCM,10+,42000.0,Male,Yes,2,rent,XX986X,,Verified,0,18671.14,8965.24,9705.9,0,0,0,0,0,0,0,0,202202
3263555,Salaried,C,0,KHMbckjadbckIFGNYSEWdkcndwkcnCCM,0,70000.0,Female,No,4,rent,XX115X,Yes,Source Verified,0,27703.9,23850.0,3853.9,0,0,0,0,0,0,0,0,202204
3263824,Salaried,C,0,KHMbckjadbckIFGCASEWdkcndwkcnCCM,0,40000.0,Male,No,0,rent,XX945X,,,0,1566.35,1018.04,548.31,0,90,60,30,0,0,0,90,202205
3263456,,,0,KHMbckjadbckIFGOHSEWdkcndwkcnCCM,0,21000.0,Other,No,1,own,XX434X,,Source Verified,0,7174.32798197,6075.0,1099.33,0,0,0,0,0,0,30,30,202205
3263768,Salaried,B,0,KHMbckjadbckIFGNYSEWdkcndwkcnCCM,0,58000.0,Male,Yes,1,mortgage,XX125X,Yes,Source Verified,0,15627.3,15000.0,627.3,0,0,0,0,0,30,0,30,202204
3257673,,,0,KHMbckjadbckIFGILSEWdkcndwkcnCCM,0,32000.0,Other,,1,rent,XX606X,No,,0,13347.3140376,10625.0,2722.31,0,0,0,0,0,0,0,0,202201
3262782,Salaried,B,0,KHMbckjadbckIFGPASEWdkcndwkcnCCM,0,92000.0,Female,No,0,mortgage,XX195X,Yes,,0,7672.82,7200.0,472.82,0,0,0,0,0,0,0,0,202201
3262804,,,0,KHMbckjadbckIFGILSEWdkcndwkcnCCM,0,76000.0,Other,,0,mortgage,XX617X,No,Source Verified,0,33369.05295,25000.0,8369.05,0,30,0,0,30,0,0,30,202205
3262481,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIZTPtauEI0SkDbn8tDAkC4Y=,KHMbckjadbckIFGMISEWdkcndwkcnCCM,10+,40000.0,Female,No,3,mortgage,XX499X,No,Verified,0,7851.80682604,7000.0,851.81,0,0,0,30,0,0,0,30,202202
3261901,,,0,KHMbckjadbckIFGNYSEWdkcndwkcnCCM,0,73000.0,Female,Yes,1,rent,XX104X,Yes,Verified,0,28533.77,13286.1,15247.67,0,0,0,0,0,0,0,0,202204
3261819,,,0,KHMbckjadbckIFGILSEWdkcndwkcnCCM,0,40000.0,Other,Yes,3,rent,XX610X,,,0,4485.26076504,4000.0,485.26,0,0,0,0,0,0,0,0,202204
3226818,Salaried,C,0,KHMbckjadbckIFGVASEWdkcndwkcnCCM,0,53350.0,Female,Yes,0,mortgage,XX225X,Yes,Not Verified,0,21247.21,12074.55,9172.66,0,0,0,0,0,0,0,0,202204
3235729,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhqgpu9lLXcIoJRhQ6BIaYDeQix84KT7/3PoCoDkAhCFE=,KHMbckjadbckIFGLASEWdkcndwkcnCCM,5-10,56000.0,Male,Yes,3,mortgage,XX703X,Yes,Not Verified,0,33645.8511194,22250.0,11395.85,0,0,0,0,0,0,30,30,202203
3259395,,,0,KHMbckjadbckIFGCASEWdkcndwkcnCCM,0,48000.0,Female,No,0,rent,XX921X,Yes,Source Verified,0,15897.07,11310.0,3491.37,0,90,90,90,90,90,90,90,202203
3260273,Salaried,D,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhEeisuE/EyapmLDNNR9VtoYOwuEqdwWzO96eM1gvoarc=,KHMbckjadbckIFGCASEWdkcndwkcnCCM,10+,150000.0,Male,No,1,mortgage,XX917X,Yes,Verified,0,21663.24,11748.94,9914.3,0,0,0,0,0,0,0,0,202204
3251578,,,0,KHMbckjadbckIFGMISEWdkcndwkcnCCM,0,65000.0,Female,No,2,mortgage,XX493X,Yes,,0,8508.88,5974.74,1888.64,0,0,60,30,0,0,0,60,202202
3255625,,,0,KHMbckjadbckIFGNYSEWdkcndwkcnCCM,0,70000.0,Female,No,4,rent,XX114X,Yes,Verified,0,16826.2392702999,15000.0,1826.24,0,0,0,0,0,0,0,0,202202
3189356,Salaried,G,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIh9U1xqpmGdW/0WGwqZiMOhGk/k6qDt37W4U+Z2cTPo8k=,KHMbckjadbckIFGCASEWdkcndwkcnCCM,5-10,80000.0,Other,,0,mortgage,XX919X,Yes,Not Verified,0,11656.26,4409.42,7246.84,0,90,90,90,90,90,90,90,202204
3255623,Salaried,B,0,KHMbckjadbckIFGFLSEWdkcndwkcnCCM,0,22072.0,Other,No,1,mortgage,XX297X,Yes,Source Verified,0,2801.30629085,2275.0,526.31,0,0,0,0,0,0,0,0,202203
3140080,,,0,KHMbckjadbckIFGOHSEWdkcndwkcnCCM,0,78000.0,Other,,0,rent,XX441X,Yes,Verified,0,23508.5322616,18500.0,5008.53,0,0,0,0,0,0,0,0,202204
3252204,,,0,KHMbckjadbckIFGMDSEWdkcndwkcnCCM,0,89000.0,Other,,1,rent,XX211X,No,Not Verified,0,3387.15703288,2800.0,587.16,0,0,0,0,0,0,0,0,202203
3247861,Salaried,D,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhAYa8bP9xb2DrNQevtISghRoJ7wBshKKPw83fZHuEgK0=,KHMbckjadbckIFGLASEWdkcndwkcnCCM,10+,34000.0,Female,Yes,2,own,XX700X,Yes,Source Verified,2,14948.4505076,11850.0,3098.45,0,0,0,0,0,0,0,0,202202
3256905,,,0,KHMbckjadbckIFGVASEWdkcndwkcnCCM,0,45000.0,Female,No,3,mortgage,XX235X,No,,3,6441.60004411,5250.0,1176.6,0,0,0,0,0,0,0,0,202201
3242442,,,0,KHMbckjadbckIFGMDSEWdkcndwkcnCCM,0,97000.0,Female,Yes,1,mortgage,XX210X,No,Not Verified,0,5657.05773627,4500.0,1142.06,0,0,0,0,0,0,0,0,202204
3252894,Salaried,B,0,KHMbckjadbckIFGNJSEWdkcndwkcnCCM,0,49500.0,Male,Yes,1,mortgage,XX80X,Yes,Verified,0,16588.11,14575.0,2013.11,0,0,0,0,0,0,0,0,202203
3049048,Self - Employeed,E,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIUSv0xRCBpkzvM8lYBLQ8Yw=,KHMbckjadbckIFGCASEWdkcndwkcnCCM,2-3,104000.0,Female,Yes,4,rent,XX941X,No,,0,54182.9299980999,35000.0,19182.93,0,0,0,0,0,0,0,0,202201
3255632,,,0,KHMbckjadbckIFGWISEWdkcndwkcnCCM,0,42000.0,Other,Yes,3,mortgage,XX542X,Yes,Source Verified,0,2754.92815253,2550.0,204.93,0,0,0,0,0,0,0,0,202201
3253799,,,0,KHMbckjadbckIFGPASEWdkcndwkcnCCM,0,55000.0,Other,,2,mortgage,XX170X,No,,0,13716.5246652,12000.0,1716.52,0,0,30,0,0,0,0,30,202205
3255553,,,0,KHMbckjadbckIFGGASEWdkcndwkcnCCM,0,60000.0,Other,No,4,mortgage,XX301X,Yes,Source Verified,0,24245.17,13149.02,11096.15,0,0,0,0,0,0,0,0,202203
3255092,Salaried,A,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiHB2PoJJsssZJ0uGBU+/J9/Vu7iIDbiGrSoYR9gJP3YxYVj2j6KRuxKHjOmo0rxvGk=,KHMbckjadbckIFGTXSEWdkcndwkcnCCM,2-3,33000.0,Other,No,1,mortgage,XX787X,Yes,Not Verified,0,3291.50345955,3000.0,291.5,0,0,0,30,0,0,0,30,202203
3254310,,,0,KHMbckjadbckIFGFLSEWdkcndwkcnCCM,0,48000.0,Female,No,0,rent,XX336X,,Verified,0,22265.4192579,19125.0,3140.42,0,0,0,0,0,30,0,30,202204
3251800,,,0,KHMbckjadbckIFGSCSEWdkcndwkcnCCM,0,30450.0,Female,Yes,0,rent,XX294X,Yes,,0,9806.46,5749.81,4056.65,0,0,0,0,0,0,0,0,202201
3247875,Salaried,D,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhP+hLevOt5/Nro7zcbaOAXCLoT8rCSTBRyHHpRqDbrb4=,KHMbckjadbckIFGOHSEWdkcndwkcnCCM,2-3,66000.0,Other,,1,rent,XX440X,,Verified,0,17299.8940835,13250.0,4049.89,0,0,0,0,0,0,30,30,202204
3247875,Salaried,D,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhP+hLevOt5/Nro7zcbaOAXCLoT8rCSTBRyHHpRqDbrb4=,KHMbckjadbckIFGOHSEWdkcndwkcnCCM,2-3,66000.0,Other,,1,rent,XX440X,,Verified,0,1969.01451107,1800.0,169.01,0,0,0,0,0,0,0,0,202205
3247875,Salaried,D,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhP+hLevOt5/Nro7zcbaOAXCLoT8rCSTBRyHHpRqDbrb4=,KHMbckjadbckIFGOHSEWdkcndwkcnCCM,2-3,66000.0,Female,No,3,mortgage,XX824X,No,,0,17299.8940835,13250.0,4049.89,0,0,0,0,0,0,0,0,202204
3247875,Salaried,D,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhP+hLevOt5/Nro7zcbaOAXCLoT8rCSTBRyHHpRqDbrb4=,KHMbckjadbckIFGOHSEWdkcndwkcnCCM,2-3,66000.0,Female,No,3,mortgage,XX824X,No,,0,1969.01451107,1800.0,169.01,0,0,0,0,0,0,0,0,202205
3247875,Salaried,A,0,KHMbckjadbckIFGWYSEWdkcndwkcnCCM,0,25000.0,Other,,1,rent,XX440X,,Verified,0,17299.8940835,13250.0,4049.89,0,0,0,0,0,0,0,0,202204
3247875,Salaried,A,0,KHMbckjadbckIFGWYSEWdkcndwkcnCCM,0,25000.0,Other,,1,rent,XX440X,,Verified,0,1969.01451107,1800.0,169.01,0,0,0,0,0,0,0,0,202201
3247875,Salaried,A,0,KHMbckjadbckIFGWYSEWdkcndwkcnCCM,0,25000.0,Female,No,3,mortgage,XX824X,No,,0,17299.8940835,13250.0,4049.89,0,0,0,0,0,0,0,0,202201
3247875,Salaried,A,0,KHMbckjadbckIFGWYSEWdkcndwkcnCCM,0,25000.0,Female,No,3,mortgage,XX824X,No,,0,1969.01451107,1800.0,169.01,0,0,0,0,0,0,0,0,202203
3247875,Salaried,D,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhP+hLevOt5/Nro7zcbaOAXCLoT8rCSTBRyHHpRqDbrb4=,KHMbckjadbckIFGOHSEWdkcndwkcnCCM,2-3,66000.0,Other,,1,rent,XX440X,,Verified,0,17299.8940835,13250.0,4049.89,0,0,0,0,0,0,0,0,202202
3247875,Salaried,D,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhP+hLevOt5/Nro7zcbaOAXCLoT8rCSTBRyHHpRqDbrb4=,KHMbckjadbckIFGOHSEWdkcndwkcnCCM,2-3,66000.0,Other,,1,rent,XX440X,,Verified,0,1969.01451107,1800.0,169.01,0,0,0,0,0,0,0,0,202201
3247875,Salaried,D,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhP+hLevOt5/Nro7zcbaOAXCLoT8rCSTBRyHHpRqDbrb4=,KHMbckjadbckIFGOHSEWdkcndwkcnCCM,2-3,66000.0,Female,No,3,mortgage,XX824X,No,,0,17299.8940835,13250.0,4049.89,0,0,0,0,0,0,0,0,202203
3247875,Salaried,D,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhP+hLevOt5/Nro7zcbaOAXCLoT8rCSTBRyHHpRqDbrb4=,KHMbckjadbckIFGOHSEWdkcndwkcnCCM,2-3,66000.0,Female,No,3,mortgage,XX824X,No,,0,1969.01451107,1800.0,169.01,0,0,0,0,0,0,0,0,202202
3247875,Salaried,A,0,KHMbckjadbckIFGWYSEWdkcndwkcnCCM,0,25000.0,Other,,1,rent,XX440X,,Verified,0,17299.8940835,13250.0,4049.89,0,0,0,0,0,0,0,0,202204
3247875,Salaried,A,0,KHMbckjadbckIFGWYSEWdkcndwkcnCCM,0,25000.0,Other,,1,rent,XX440X,,Verified,0,1969.01451107,1800.0,169.01,0,0,0,0,0,0,0,0,202201
3247875,Salaried,A,0,KHMbckjadbckIFGWYSEWdkcndwkcnCCM,0,25000.0,Female,No,3,mortgage,XX824X,No,,0,17299.8940835,13250.0,4049.89,0,0,0,0,0,0,0,0,202205
3247875,Salaried,A,0,KHMbckjadbckIFGWYSEWdkcndwkcnCCM,0,25000.0,Female,No,3,mortgage,XX824X,No,,0,1969.01451107,1800.0,169.01,0,0,0,0,0,0,0,0,202204
3252095,Salaried,A,0,KHMbckjadbckIFGMDSEWdkcndwkcnCCM,0,58000.0,Other,No,4,rent,XX212X,No,Verified,1,2680.75356335,2400.0,280.75,0,0,0,0,30,0,0,30,202202
3251512,,,0,KHMbckjadbckIFGMISEWdkcndwkcnCCM,0,45000.0,Other,Yes,1,rent,XX481X,No,Not Verified,2,8189.6,6249.99,1939.61,0,0,0,0,0,0,0,0,202203
3246789,Self - Employeed,D,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhkDvnkXbb3qrg3i/N5f6p+As/n6mGOFqaN48BYfziz4I=,KHMbckjadbckIFGMDSEWdkcndwkcnCCM,<1,110000.0,Male,Yes,0,rent,XX208X,,Verified,0,19040.18,17625.0,1415.18,0,0,0,0,0,0,0,0,202205
3232229,,,0,KHMbckjadbckIFGNJSEWdkcndwkcnCCM,0,51000.0,Female,No,2,rent,XX70X,,,0,23282.8826077,20000.0,3282.88,0,0,0,0,0,0,0,0,202202
3180881,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQ3zoCaXOd/esWPSrK35AYM=,KHMbckjadbckIFGCASEWdkcndwkcnCCM,5-10,40000.0,Other,No,2,rent,XX944X,No,Verified,0,18947.2963688,16000.0,2947.3,0,0,0,0,0,0,0,0,202202
3250007,Salaried,D,0,KHMbckjadbckIFGMDSEWdkcndwkcnCCM,0,80600.0,Female,Yes,2,rent,XX207X,Yes,Source Verified,0,19322.24,15875.0,3447.24,0,0,0,0,0,0,0,0,202202
3250130,,,0,KHMbckjadbckIFGCASEWdkcndwkcnCCM,0,107000.0,Female,No,3,rent,XX900X,,Source Verified,0,27262.548958,23850.0,3412.55,0,0,0,0,0,0,0,0,202202
3194581,Self - Employeed,D,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhPCyRoxvHTYhKAvJz1qnb+S6BOfeQ82uAEbX2HOGff9w=,KHMbckjadbckIFGCASEWdkcndwkcnCCM,5-10,47000.0,Female,Yes,2,mortgage,XX925X,,Verified,0,17693.15,14500.0,3193.15,0,0,0,0,0,0,0,0,202201
3248701,Salaried,C,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhC98T9ZVxdevJx4CX9bxJ278FZ7GYFnee2CCzr/9vU1w=,KHMbckjadbckIFGAZSEWdkcndwkcnCCM,1-2,40000.0,Other,Yes,4,rent,XX852X,Yes,Source Verified,0,7522.47165297,6000.0,1522.47,0,30,0,0,30,0,0,30,202201
3249638,Self - Employeed,D,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIZJ/lMV8AlNN4m1XYPlXHdI=,KHMbckjadbckIFGALSEWdkcndwkcnCCM,1-2,68065.0,Female,,2,mortgage,XX356X,No,Verified,0,11992.5297086,9000.0,2992.53,0,0,0,0,0,0,0,0,202203
3249597,Self - Employeed,F,0,KHMbckjadbckIFGGASEWdkcndwkcnCCM,0,53000.0,Other,,3,mortgage,XX312X,No,Verified,2,23083.45,10976.6,12106.85,0,0,0,0,30,0,0,30,202202
3249503,,,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhBzV2e2ra178FMVnm7pWqAKXW+jmKZIIGy3g/9EMuH+E=,KHMbckjadbckIFGOKSEWdkcndwkcnCCM,5-10,50000.0,Male,Yes,4,rent,XX744X,No,Verified,0,4188.83,3231.69,957.14,0,90,90,90,90,90,90,90,202204
3245388,,,0,KHMbckjadbckIFGWISEWdkcndwkcnCCM,0,52000.0,Male,No,4,mortgage,XX532X,Yes,Source Verified,0,16407.7750959,13700.0,2707.78,0,0,0,0,0,0,0,0,202203
3245388,,,0,KHMbckjadbckIFGWISEWdkcndwkcnCCM,0,52000.0,Male,No,4,mortgage,XX532X,Yes,Source Verified,0,30348.17,27575.0,2773.17,0,0,0,30,0,0,0,30,202205
3245388,,,0,KHMbckjadbckIFGWISEWdkcndwkcnCCM,0,52000.0,Other,,1,own,XX775X,No,Source Verified,0,16407.7750959,13700.0,2707.78,0,0,0,30,0,0,0,30,202204
3245388,,,0,KHMbckjadbckIFGWISEWdkcndwkcnCCM,0,52000.0,Other,,1,own,XX775X,No,Source Verified,0,30348.17,27575.0,2773.17,0,0,0,0,0,0,0,0,202201
3245388,Salaried,A,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhFCgDQVU/jehhktegGA295ntEdcw+84Fao/Yp47F8EBc=,KHMbckjadbckIFGTXSEWdkcndwkcnCCM,5-10,70000.0,Male,No,4,mortgage,XX532X,Yes,Source Verified,0,16407.7750959,13700.0,2707.78,0,0,0,0,0,0,0,0,202201
3245388,Salaried,A,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhFCgDQVU/jehhktegGA295ntEdcw+84Fao/Yp47F8EBc=,KHMbckjadbckIFGTXSEWdkcndwkcnCCM,5-10,70000.0,Male,No,4,mortgage,XX532X,Yes,Source Verified,0,30348.17,27575.0,2773.17,0,0,0,0,0,0,0,0,202202
3245388,Salaried,A,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhFCgDQVU/jehhktegGA295ntEdcw+84Fao/Yp47F8EBc=,KHMbckjadbckIFGTXSEWdkcndwkcnCCM,5-10,70000.0,Other,,1,own,XX775X,No,Source Verified,0,16407.7750959,13700.0,2707.78,0,0,0,0,0,0,0,0,202205
3245388,Salaried,A,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhFCgDQVU/jehhktegGA295ntEdcw+84Fao/Yp47F8EBc=,KHMbckjadbckIFGTXSEWdkcndwkcnCCM,5-10,70000.0,Other,,1,own,XX775X,No,Source Verified,0,30348.17,27575.0,2773.17,0,0,0,0,0,0,0,0,202202
3245388,,,0,KHMbckjadbckIFGWISEWdkcndwkcnCCM,0,52000.0,Male,No,4,mortgage,XX532X,Yes,Source Verified,0,16407.7750959,13700.0,2707.78,0,0,0,0,0,0,30,30,202204
